global_time_s,time_in_mission_s,actual_operating_hours,engine_id,mission_id,mission_type,phase,time_in_phase_s,telemetry_valid,altitude_m,target_altitude_m,aircraft_mass_kg,fuel_mass_kg,fuel_used_kg,refueled_at_sortie_start,sortie_start_fuel_kg,wind_u_mps,wind_accel_mps2,ground_speed_mps,ambient_T_C,ambient_P_kPa,air_density_kg_m3,airspeed_mps,flight_path_angle_deg,vertical_speed_mps,target_airspeed_mps,throttle_cmd,throttle_actual,prop_pitch_cmd,prop_pitch_actual,engine_power_command_kW,engine_bsfc_g_kWh,actual_bsfc_g_kWh,desired_thrust_N,thrust_equilibrium_error_N,settled_state,drag_N,excess_thrust_N,shaft_torque_error_Nm,prop_advance_ratio,prop_Cp,prop_Ct,prop_efficiency,prop_power_kW,rpm,cht_cyl_avg_C,egt_cyl_avg_C,oil_pressure_kPa,oil_temp_C,fuel_flow_g_s,fuel_temp_C,boost_pressure_kPa,manifold_pressure_kPa,vib_rms_g,vib_crest_factor,vib_kurtosis,vib_1x_hz,vib_2x_hz,vib_firing_hz,vib_bpfo_hz,vib_bpfi_hz,vib_bsf_hz,vib_psd_peak,vib_psd_peak_freq,vib_1x_rms,vib_2x_rms,vib_fire_order_rms,vib_spectral_centroid,battery_voltage_V,battery_voltage_raw_V,coolant_temp_C,rail_pressure_bar,SOI_deg_bTDC,inj_duration_ms,altitude_quantized_m,rpm_quantized,rail_pressure_quantized_bar,sensor_drift_flag_rpm,sensor_drift_flag_rail,sensor_drift_flag_boost,fadec_mode,true_brake_power_kW,true_fuel_power_kW,true_indicated_power_kW,true_friction_power_kW,true_exhaust_heat_kW,true_coolant_heat_kW,true_oil_heat_kW,true_direct_heat_loss_kW,true_energy_closure_error_W,true_rpm,true_indicated_torque_Nm,true_prop_load_torque_Nm,true_prop_thrust_N,true_bearing_wear,true_thermal_fatigue,true_turbo_degradation,true_injector_wear,true_lubrication_degradation,true_electrical_degradation,true_overall_health_index,simulated_rul_hours,health_state,fault_type,fault_domain,fault_nature,fault_severity,severity_category,fault_active,fault_misfire_active,fault_injector_active,fault_turbo_active,fault_lubrication_active,fault_sensor_active,fault_overheating_active,fault_electrical_active,fault_bearing_active,failure_flag,failure_mode
0.0,0.0,0.0,fault_eng_012,lubrication_issue_012,standard_recon,takeoff,0.0,1,0.0,50.0,1799.9976688264892,249.99766882648913,0.002331173510860838,1,250.0,4.027751534650873,-0.35492448910078345,49.027751534650875,37.46863899702896,101.325,1.1363691767055317,45.0,0.0,0.0,41.941186502413025,0.70854186905071,0.7100051785255787,0.7656945793671401,0.45500000000000007,49.918378276632076,206.4053239541376,232.36285459907378,145.07137219709162,699.0126915146981,transient,1023.8666726988135,-171.50944127992213,83.94760860167474,0.651052951776043,0.04907892654694754,0.05749052425295111,0.7626363929991851,50.13846034409688,2510.3233970246074,73.6960107807413,456.88873448633524,236.88281898299095,56.981598865907316,4.600557021151855,24.684603220778406,117.3439169808572,219.14539535415295,0.024418374399337885,1.4665605925600722,3.3510946669756816,41.8901829694935,83.780365938987,83.780365938987,110.36429241163782,308.53753728329724,34.365412956479375,0.0006537309802093623,42.98695403988548,0.017354063081044282,0.016113915580625766,0.00835380702773932,50.30587341444529,27.50669887716694,27.436366373508893,61.044329821415545,1236.3977274240954,9.507634203445287,1.2315923584435815,0.0,2510.15625,1236.328125,0.0,0.0,0.0,nominal,72.23378843042042,199.54845252968775,77.24940406323245,5.015615632812029,43.07585667311121,61.35238860289973,7.4487193115759185,15.437699511680481,-2.9103830456733704e-11,2513.41097816961,293.4965578097413,190.4929326422676,849.7203232745494,0.233758700286288,0.14171846667918073,0.10122637112289797,0.145678596903889,0.1394440928653732,0.0753890477879165,84.27047655742192,,healthy,lubrication_issue,hydrodynamic_tribology,mechanical_tribology_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
0.5,0.5,0.0001388888888888889,fault_eng_012,lubrication_issue_012,standard_recon,takeoff,0.5,1,0.0,50.0,1799.9969303125288,249.99693031252875,0.0030696874712374095,0,250.0,3.8502892901004815,-0.21474872768080067,48.97992934834899,37.46885716318536,101.325,1.1363683785656575,45.129640058248505,1.8790822907262992,1.4798141658514143,41.947958883537225,0.7115312276049569,0.7129140571228209,0.768000114989221,0.23000000000000007,34.048484643331896,206.8103910340562,388.00269232030234,142.56088047596987,480.02854162853225,transient,817.9824927072368,-172.44663580422605,-64.23780281576197,0.5508622058278233,0.01983632323829604,0.03016735040980612,0.8377587414306622,33.74464657625614,2940.3616012317916,73.71198439431144,246.10716307708833,266.4599334510907,56.892710341537686,1.660002524814125,24.79379453412686,121.82232434575393,223.07635197124952,0.02456073919617859,1.4213392711405046,3.280916765875248,49.65179443359375,99.3035888671875,99.3035888671875,130.81311112014768,365.70483321578985,40.73279940035803,0.0006806265391218313,51.04078424727091,0.018345844357476975,0.0164679369642061,0.008215845635457618,60.00968181739641,27.502476756812364,27.448685683077688,60.79265831886756,1241.8104851707976,9.725643495376184,0.3328126072415643,0.0,2940.8203125,1241.69921875,0.0,0.0,0.0,nominal,13.704287676235497,63.2167950082345,20.028379899713787,6.324092223478287,16.75806507786916,23.849503073530247,2.896797593687596,6.008141586912001,-7.275957614183426e-12,2979.107666015625,64.19940506732439,108.16582495690166,626.4147599949639,0.23375893628582103,0.14171917148681296,0.1012266036025407,0.14567874560228125,0.1394442748595619,0.07538913783588509,84.27044709883648,,healthy,lubrication_issue,hydrodynamic_tribology,mechanical_tribology_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
1.0,1.0,0.0002777777777777778,fault_eng_012,lubrication_issue_012,standard_recon,takeoff,1.0,1,0.7399070829257072,50.0,1799.9961944853146,249.99619448531465,0.003805514685336803,0,250.0,3.8130028069700725,0.06336291584185405,48.83939243968083,37.4642659333025,101.31675477736339,1.136292703143866,45.02638963271075,2.0601372068184634,1.618628023301968,41.94017809933173,0.7140075806236563,0.710079697581802,0.7696978464187625,0.12,13.262515629889586,206.82317615809546,388.76342575045766,140.97158572584542,110.63731374488157,transient,795.7125613329295,-515.145784817323,-0.40776553490516676,0.5495772079430821,0.008085092699750133,0.012329886784231508,0.8381134273626418,13.754928756346605,2971.295153326101,74.01514004875845,192.220117233402,264.97384633333326,56.70856728550345,1.474168728165646,24.900198398238416,124.67312242233481,226.48288134129996,0.023425677364471743,1.3845925237821348,3.4215113923091858,49.65402603149415,99.3080520629883,99.3080520629883,130.81899051015665,365.7212698047848,40.734630134385995,0.0006832267336883092,50.9540167320077,0.01809932172076957,0.01550077260867849,0.00846039836416763,59.725997185953744,27.441413276528355,27.41680174857018,60.51180688163517,1244.2760316825884,10.045091069980439,0.31932721013541077,0.0,2971.58203125,1244.140625,0.0,0.0,0.0,nominal,13.62771184374819,62.986809526908075,19.954281039686308,6.3265691959381165,16.71103107852035,23.767051413637507,2.8878223251304442,5.993192865871579,7.275957614183426e-12,2979.241561889649,63.95901233258761,44.088366612223815,256.031864361064,0.2337591720930518,0.14171985948035304,0.1012268402221624,0.14567889421002442,0.13944445650928786,0.07538922778656758,84.27041789417208,,healthy,lubrication_issue,hydrodynamic_tribology,mechanical_tribology_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
1.5,1.5,0.0004166666666666667,fault_eng_012,lubrication_issue_012,standard_recon,takeoff,1.5,1,1.549221094576691,50.0,1799.9954601851928,249.99546018519283,0.004539814807167082,0,250.0,3.9136522059423355,0.40944842693808114,48.58481448487759,37.459223558382405,101.30773674648833,1.1362100084077134,44.671162278935256,2.071518584958763,1.6147259826958644,41.92907934854279,0.7175658207387131,0.721755836440464,0.7721565008424743,0.12,13.177822745270964,206.8401834018166,389.2559169073016,156.60078986482318,98.57182276032222,transient,780.8817435281882,-517.915423382772,-0.37583381707617036,0.5452184482071855,0.008052070227840574,0.01233326926846373,0.8351052265569363,13.699483160406025,2978.4975016943285,74.17707522500237,176.93751012404087,266.36488245208267,56.64120634103003,1.5522407517510084,24.900547841183414,128.52480456271576,229.451294592993,0.023357558825297397,1.5091225243919038,3.4050235655608367,49.656118154525764,99.31223630905153,99.31223630905153,130.82450243829004,365.7366791069676,40.73634644753721,0.0006841740969732146,51.06020228415816,0.018586916739540386,0.015639002829169153,0.0077848261305796754,59.509719247390606,27.542859289980022,27.503667236041835,60.112894539311824,1248.2305195953613,9.84404556586281,0.29035268350235555,2.9296875,2978.759765625,1248.046875,0.0,0.0,0.0,nominal,13.58222353865224,62.856090428671926,19.911230679875732,6.329007141223489,16.689188445342385,23.713738519696516,2.882835953901596,5.98810397107918,7.275957614183426e-12,2979.367089271546,63.8183350515569,43.90879802560802,256.10504416578823,0.23375940778671409,0.14172053369414622,0.1012270801666218,0.14567904280916175,0.13944463795462161,0.07538931767943337,84.27038889503334,,healthy,lubrication_issue,hydrodynamic_tribology,mechanical_tribology_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
2.0,2.0,0.0005555555555555556,fault_eng_012,lubrication_issue_012,standard_recon,takeoff,2.0,1,2.356584085924623,50.0,1799.9947188317792,249.99471883177927,0.00528116822071835,0,250.0,4.222451233908154,0.3907474356775631,48.36522464454581,37.454193865093316,101.29874111574262,1.136127515830963,44.14277341063766,2.0730371764257747,1.5967955535797524,41.90238142743723,0.7191596950606145,0.718518467159272,0.7729212831181569,0.12,13.996768081400813,206.84341915834526,387.590912485515,211.20015972730977,54.64127094639747,transient,784.9195017513866,-531.0074594387754,0.5066292360087061,0.5387985172968378,0.008003432082819109,0.01233902244996154,0.830674507153425,13.613534662870904,2976.2968798834995,74.36998300488574,173.08580527312233,266.1109553532019,56.42995319490812,1.4871972199201013,24.9079962172749,130.6957648319877,232.6909441367561,0.02461659878614091,1.5845196790020375,3.6082946817862966,49.65343286516145,99.3068657303229,99.3068657303229,130.81742774824085,365.71690090337364,40.73414351903772,0.000684993573770464,51.046458698960116,0.017468357591538922,0.015880676439527685,0.008310524922421349,60.03783879649173,27.474860452480126,27.394913735572757,59.624940813868974,1253.5792765195965,9.90594627369111,0.3575178594821684,2.9296875,2976.708984375,1253.41796875,0.0,0.0,0.0,nominal,13.771593723236762,63.45985219998851,20.10217166879669,6.330577945559931,16.832711840362393,23.90762631993365,2.9070806843535264,6.040839632102189,0.0,2979.205971909687,64.43381259577782,43.63568054665093,256.17819912446237,0.23375964395762508,0.14172120116171316,0.1012273231446678,0.14567919180413783,0.13944482025197225,0.07538940781286635,84.27035993469786,,healthy,lubrication_issue,hydrodynamic_tribology,mechanical_tribology_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
2.5,2.5,0.0006944444444444445,fault_eng_012,lubrication_issue_012,standard_recon,takeoff,2.5,1,3.154981862714499,50.0,1799.9939449105382,249.99394491053818,0.006055089461813214,0,250.0,4.304399641619899,0.10822906503416263,47.928366597098645,37.449222445697785,101.28984602409804,1.136045935066171,43.62396695547875,2.0803665711185366,1.5836053471874503,41.90435471438682,0.7236993385567276,0.7241788629603478,0.7760581466634522,0.12596214841020925,14.58472368552347,206.84574849210352,380.23189130154225,273.20246210863684,2.2474166847518973,transient,784.6028725031659,-508.3471476142603,0.24861077870590265,0.5326097998877128,0.00857758264066847,0.013309073763793472,0.8264033598949301,14.577286831543857,2969.5387081842723,74.79654492102036,176.77255206672402,264.91143313589237,56.36517520108883,1.5515423220746205,24.856276946327508,133.14797395040227,234.50155920040143,0.024021463140039525,1.393280149028962,3.4025422455709546,49.640032641868856,99.28006528373771,99.28006528373771,130.782123386765,365.6182030319236,40.723150389513926,0.0006866518304734608,51.02962308931933,0.018319565559863724,0.01606807544086018,0.008079063812650623,59.45404005407804,27.617900502199795,27.53662429707733,59.076298037553435,1253.3192952860584,10.067924161239054,0.35739771110944146,2.9296875,2969.53125,1253.41796875,0.0,0.0,0.0,nominal,14.654827917798125,66.24765823772037,20.98502733332593,6.33019941552781,17.48728528624779,24.80762059408733,3.018510492290992,6.279413947296143,0.0,2978.4019585121314,67.28180166828386,46.737424063491765,276.1490908892918,0.2337598824007905,0.1417218768358349,0.10122757015831253,0.14567934260463924,0.13944500656146297,0.07538949906403099,84.27033059156824,,healthy,lubrication_issue,hydrodynamic_tribology,mechanical_tribology_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
3.0,3.0,0.0008333333333333334,fault_eng_012,lubrication_issue_012,standard_recon,takeoff,3.0,1,3.9467845363082246,50.0,1799.9930210425073,249.99302104250722,0.006978957492767606,0,250.0,4.330680298942316,-0.06062093085996079,47.5822871184983,37.444293894471514,101.28102504692968,1.1359650261699987,43.25160681955598,2.089039462132105,1.5766308861424623,41.92173023273433,0.7308714408518739,0.7291881517948474,0.7811768933681926,0.15152916051024018,19.146539497102175,206.79553556545034,355.0162421189429,360.15619009416747,0.19281180737823433,transient,777.5333659243247,-413.3312080273359,-0.7754841658623661,0.5287703466383874,0.01121292476798248,0.01746823879366069,0.8237535587914258,18.978296198269835,2971.1607951224305,75.32561827054806,193.17889993193813,267.0743211285937,56.407042407847726,1.8063963545354207,24.838880005309658,134.75860990859212,236.6508752423178,0.025417073022053326,1.4280620470656915,3.2025189400882703,49.57368583318386,99.14737166636772,99.14737166636772,130.6073254251609,365.1295329066777,40.66872151579751,0.0006903807226028691,50.964112545653734,0.017639173756208017,0.016081194020631462,0.00793519881129928,60.01527230739788,27.54945982536022,27.467119621172905,58.5535523005045,1267.595211396763,9.748522006709665,0.38608656258716323,2.9296875,2971.58203125,1267.578125,0.0,0.0,0.0,nominal,18.73674788277157,79.08310344969594,25.0570340585949,6.32028617582333,20.47158733948086,28.98632192455991,3.5306479108904485,7.357798391993164,1.4551915228366852e-11,2974.4211499910316,80.44491271169275,60.92929344775289,361.453369775247,0.23376013229038398,0.14172262530551788,0.1012278276851648,0.14567950176919245,0.139445212166314,0.07538959539967571,84.27029893494229,,healthy,lubrication_issue,hydrodynamic_tribology,mechanical_tribology_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
3.5,3.5,0.0009722222222222222,fault_eng_012,lubrication_issue_012,standard_recon,takeoff,3.5,1,4.735099979379456,50.0,1799.9919088997272,249.99190889972726,0.00809110027271796,0,250.0,4.243778710759938,-0.4106710509099156,47.230756393112486,37.439388010242,101.27224354921593,1.135884474615953,42.986977682352546,2.0916199745425166,1.5689192601863915,41.92386920042337,0.7372398909685584,0.7386087404358151,0.7854464885724229,0.17819655279930147,23.290107481475964,206.7226418448215,335.3434516915958,443.8601112718965,-2.0887648245540618,transient,772.6937421306052,-338.3187432969205,0.9826523285822617,0.5264197098650332,0.013998885329733465,0.021862633738091827,0.8221312653263166,23.57272661155049,2962.9196057007603,75.8616339023175,219.54722838314353,267.05414044679685,56.18633071657755,2.2749893302105355,24.87118634645022,136.2105142648777,237.7816107658402,0.024261338851773593,1.503518011669906,3.1894434465145864,49.49038430487318,98.98076860974636,98.98076860974636,130.38785839071247,364.5159846580193,40.60038351349307,0.000692153591325798,50.9561395789351,0.017734453507806874,0.01549035462017602,0.008755735713474362,59.73107760047113,27.50416859506558,27.43341727420704,58.314115300173675,1276.7033326695328,9.908434671044246,0.5126856867806999,5.859375,2963.37890625,1276.85546875,0.0,0.0,0.0,nominal,23.878289482767975,95.19942196375024,30.18518568431062,6.306896201542648,24.212782426465836,34.226070441485355,4.172742846911841,8.70953676611923,0.0,2969.423058292391,97.0718166221979,75.80696765801238,450.8313122069377,0.23376039862077663,0.14172346567359725,0.10122809793228224,0.1456796720424941,0.13944544360379024,0.07538969798531604,84.27026428141723,,healthy,lubrication_issue,hydrodynamic_tribology,mechanical_tribology_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
4.0,4.0,0.0011111111111111111,fault_eng_012,lubrication_issue_012,standard_recon,takeoff,4.0,1,5.519559609472651,50.0,1799.9906590309092,249.99065903090911,0.009340969090875102,0,250.0,3.9200092480324007,-0.49975597344638123,46.84212976141841,37.434507188794726,101.26350562808864,1.1358043176320023,42.92212051338601,2.089759590464926,1.5651593864515676,41.92010537503587,0.7437799431528694,0.7395840873316276,0.7897552931559295,0.20359327505613634,28.113360866647913,206.68023293960997,324.743336262375,533.6731239289096,2.0313883392148,transient,779.8052740715591,-253.26560994346187,-0.8963544995396546,0.5262532632235047,0.016682742619710856,0.026058722779406657,0.8220163920707368,27.98968149622022,2964.3905212022282,76.60058560856369,239.85677018985805,264.9411327460346,56.08363574310932,2.493483521779957,24.85001007584824,137.1842642780543,239.6985076279613,0.024421735996049684,1.456655231648589,3.3072360515095487,49.43134454389304,98.86268908778608,98.86268908778608,130.23231164961874,364.08113378931165,40.55194911614485,0.0006961717072595055,50.82712021949874,0.01779858000391017,0.016089891132729833,0.008407481432816355,59.61963774085654,27.523996734258308,27.585302885863243,57.71296813583393,1279.2812951670592,10.268432202553974,0.5750446088268241,5.859375,2964.404296875,1279.296875,0.0,0.0,0.0,nominal,27.711286070734566,106.98877083425137,34.00853002342063,6.297243952686066,26.93462040111865,38.00792508413213,4.638240708593007,9.69669856967301,0.0,2965.8806726335824,109.497844140378,90.11885488438647,536.0400819795605,0.23376067853824434,0.1417243659579253,0.10122837797822422,0.14567985109934917,0.13944569524756048,0.0753898051413381,84.270227487698,,healthy,lubrication_issue,hydrodynamic_tribology,mechanical_tribology_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
4.5,4.5,0.00125,fault_eng_012,lubrication_issue_012,standard_recon,takeoff,4.5,1,6.302139302698435,50.0,1799.9892812991927,249.98928129919267,0.010718700807333215,0,250.0,3.7440227373135566,-0.25386125059499864,46.66995090774524,37.42963858693486,101.25478926779887,1.1357243552813705,42.92592817043168,2.0784817217736067,1.55685445674267,41.91084590161485,0.7467508038959024,0.7480612368423898,0.7911310429902763,0.2232010792759383,31.22871449535075,206.626543509056,315.32852072051367,593.7095876872849,1.6723420794587582,transient,778.2633487099374,-174.08826964024715,-0.004668674860440092,0.5268985357992277,0.018816331613309093,0.029371333472372307,0.8224617273495327,31.459650560874778,2957.588079392181,77.28299187803805,259.7889106828713,264.37810430524775,56.07355126704394,2.7934683664673536,24.851001073987508,138.98599852816443,240.18675265778694,0.024373131148184124,1.594594195940958,3.405378175127299,49.375187583742004,98.75037516748401,98.75037516748401,130.08435996424242,363.6675158731776,40.50587967960463,0.0006962410118410394,50.744202920159466,0.01855735603654544,0.016378161010712322,0.008341155503784468,59.64871431709125,27.527698619601352,27.478600381152784,57.31198187446056,1287.383806079425,10.082423879484828,0.6193232305727592,5.859375,2957.2265625,1287.59765625,0.0,0.0,0.0,nominal,31.45820218175112,117.93383492881452,37.74589452959058,6.28769234783946,29.390476082440717,41.44094210186991,5.059378839908152,10.584835722844634,-1.4551915228366852e-11,2962.5112550245203,121.66932400248281,101.40637716494678,602.7675962970228,0.23376097274949356,0.14172531770303282,0.10122866688203254,0.14568003887701433,0.13944596733348746,0.07538991670415025,84.27018870425171,,healthy,lubrication_issue,hydrodynamic_tribology,mechanical_tribology_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
