global_time_s,time_in_mission_s,actual_operating_hours,engine_id,mission_id,mission_type,phase,time_in_phase_s,telemetry_valid,altitude_m,target_altitude_m,aircraft_mass_kg,fuel_mass_kg,fuel_used_kg,refueled_at_sortie_start,sortie_start_fuel_kg,wind_u_mps,wind_accel_mps2,ground_speed_mps,ambient_T_C,ambient_P_kPa,air_density_kg_m3,airspeed_mps,flight_path_angle_deg,vertical_speed_mps,target_airspeed_mps,throttle_cmd,throttle_actual,prop_pitch_cmd,prop_pitch_actual,engine_power_command_kW,engine_bsfc_g_kWh,actual_bsfc_g_kWh,desired_thrust_N,thrust_equilibrium_error_N,settled_state,drag_N,excess_thrust_N,shaft_torque_error_Nm,prop_advance_ratio,prop_Cp,prop_Ct,prop_efficiency,prop_power_kW,rpm,cht_cyl_avg_C,egt_cyl_avg_C,oil_pressure_kPa,oil_temp_C,fuel_flow_g_s,fuel_temp_C,boost_pressure_kPa,manifold_pressure_kPa,vib_rms_g,vib_crest_factor,vib_kurtosis,vib_1x_hz,vib_2x_hz,vib_firing_hz,vib_bpfo_hz,vib_bpfi_hz,vib_bsf_hz,vib_psd_peak,vib_psd_peak_freq,vib_1x_rms,vib_2x_rms,vib_fire_order_rms,vib_spectral_centroid,battery_voltage_V,battery_voltage_raw_V,coolant_temp_C,rail_pressure_bar,SOI_deg_bTDC,inj_duration_ms,altitude_quantized_m,rpm_quantized,rail_pressure_quantized_bar,sensor_drift_flag_rpm,sensor_drift_flag_rail,sensor_drift_flag_boost,fadec_mode,true_brake_power_kW,true_fuel_power_kW,true_indicated_power_kW,true_friction_power_kW,true_exhaust_heat_kW,true_coolant_heat_kW,true_oil_heat_kW,true_direct_heat_loss_kW,true_energy_closure_error_W,true_rpm,true_indicated_torque_Nm,true_prop_load_torque_Nm,true_prop_thrust_N,true_bearing_wear,true_thermal_fatigue,true_turbo_degradation,true_injector_wear,true_lubrication_degradation,true_electrical_degradation,true_overall_health_index,simulated_rul_hours,health_state,fault_type,fault_domain,fault_nature,fault_severity,severity_category,fault_active,fault_misfire_active,fault_injector_active,fault_turbo_active,fault_lubrication_active,fault_sensor_active,fault_overheating_active,fault_electrical_active,fault_bearing_active,failure_flag,failure_mode
0.0,0.0,0.0,fault_eng_031,electrical_fault_031,standard_recon,takeoff,0.0,1,0.0,50.0,1799.997521258115,249.99752125811497,0.002478741885015974,1,250.0,-3.1087248218743517,0.6530611615549731,41.891275178125646,33.92602470558808,101.325,1.1494790171419826,45.0,0.0,0.0,42.73687259155027,0.7278947978152972,0.7271500824259113,0.7785965318768648,0.45500000000000007,54.35013426972383,205.8150180236201,238.95357879316796,285.8651898053175,639.6501311812067,transient,1020.3776808924247,-106.8083079414545,76.43994585311307,0.6369615423759175,0.04904776473310993,0.0595386519990416,0.7732020371295713,54.12352352219663,2566.8199088492997,73.75913746869581,498.67653136627,219.0423004509889,56.9892209243005,4.937399969916602,25.379935321410112,107.74554851689444,209.19411782945522,0.027058220464435765,1.5278607078203768,3.573233365593971,42.81691351568545,85.6338270313709,85.6338270313709,83.81914106606038,258.7161670594232,30.997335117132256,0.0007839889759490387,44.350401555196854,0.019746377056045556,0.016819078054947017,0.008831235502690247,51.14087442018646,26.622552807856728,26.54345958233361,60.78589832176484,1245.1426431762056,9.657263561675947,1.3027977762173115,0.0,2566.552734375,1245.1171875,0.0,0.0,0.0,nominal,74.68790240452044,212.1803053573674,79.95548901909218,5.267586614571737,46.625845109322626,65.92676947637572,8.188147926408833,16.75164044073975,2.9103830456733704e-11,2569.014810941127,297.20291024845864,201.18279434019504,929.9648587553935,0.30356427854849766,0.2504420515105405,0.1777530667803944,0.22248716581530267,0.1823983634268072,0.1466587576820154,76.41028371290065,,healthy,electrical_fault,electrical_system,electrical_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
0.5,0.5,0.0001388888888888889,fault_eng_031,electrical_fault_031,standard_recon,takeoff,0.5,1,0.0,50.0,1799.996588934025,249.996588934025,0.003411065975000493,0,250.0,-2.782194241096865,0.4855513021303106,41.86576861356862,33.926242871744535,101.325,1.1494782004802415,44.64796285466549,1.889282330162738,1.4719639523387222,42.703079634750395,0.7300562812390594,0.7384049684133888,0.7802546749983219,0.23000000000000007,33.25199794532969,206.78702177328117,369.39602907176965,335.0621964653565,297.61845778960395,transient,816.5045289669696,-170.50099000040322,-50.307046120842614,0.5458886546874202,0.0197640267443928,0.030251927038505926,0.8355677699857993,33.84050226023122,2938.4377269890097,74.10368098442704,286.9108150097295,240.00362367284967,56.99660618420771,1.9468684003171686,25.317794593813876,109.18519268692776,212.0540418564262,0.025840131449022107,1.5098371669837738,3.2638470896189236,49.569396972656236,99.13879394531247,99.13879394531247,97.0379211450759,299.51725463617396,35.88580033805336,0.0008103176008462851,51.37778714795668,0.02001988061554717,0.01700036180423943,0.008176911038351456,59.155372588204465,26.569026803779582,26.571634420722322,60.350061635987174,1241.4564818057902,9.861011262717573,0.4029809375599,0.0,2938.76953125,1241.69921875,0.0,0.0,0.0,nominal,18.172186270536017,79.80694210267481,24.603320297123293,6.431134026587275,20.906647933478574,29.544163872726607,3.670563223583074,7.513380802350539,0.0,2974.163818359374,78.99511151851121,108.6533938348947,633.3107089526728,0.30356452375760423,0.2504430083298392,0.1777534137672966,0.22248734271320617,0.18239858751467902,0.14665886846314502,76.4102454968998,,healthy,electrical_fault,electrical_system,electrical_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
1.0,1.0,0.0002777777777777778,fault_eng_031,electrical_fault_031,standard_recon,takeoff,1.0,1,0.7359819761693611,50.0,1799.9955252067487,249.99552520674862,0.0044747932513735204,0,250.0,-2.623173519744041,-0.1704326383053103,41.57229083716637,33.92167715505559,101.3167039017182,1.149401175357958,44.19546435691041,2.09038331913446,1.6120727931491285,42.68817392065205,0.735296976422732,0.7265706926896871,0.7842324349899581,0.16357275044769054,21.154976673194763,206.73968219064616,353.21813743205877,403.20272051498773,0.18528615592549613,transient,796.0495843478021,-374.36422426240875,0.7895532757285935,0.5409877128579277,0.012564976103372805,0.019328330733146663,0.8321853818631463,21.43739905196498,2969.978252540624,74.62936411675415,251.83702674738532,245.43458486287008,56.764286819075934,2.1495181046797676,25.209450965329214,112.13242004142815,213.84550904836996,0.026265005161284386,1.5328526845256996,3.5703390678887255,49.51153099536894,99.02306199073789,99.02306199073789,96.92464169275405,299.1676062701975,35.843908222471576,0.0008136334453732892,51.28373761194877,0.019881443526181885,0.01693344877346573,0.008579396750552054,59.05623656354231,26.52757759305525,26.610127727674577,59.99403970370739,1250.7800836919857,9.728386682689523,0.49139542379510487,0.0,2969.53125,1250.9765625,0.0,0.0,0.0,nominal,21.683021278483952,91.05505485753118,28.106135009757462,6.423113731273509,23.54569227106342,33.227521382029586,4.131345171880397,8.46747475407381,-1.4551915228366852e-11,2970.6918597221365,90.3472429165941,68.91057411399511,403.65884544490996,0.30356477966452433,0.25044403059250564,0.17775377493199135,0.22248752790861565,0.18239883076784083,0.14665898422024765,76.41020502705013,,healthy,electrical_fault,electrical_system,electrical_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
1.5,1.5,0.0004166666666666667,fault_eng_031,electrical_fault_031,standard_recon,takeoff,1.5,1,1.5420183727439254,50.0,1799.9943444592393,249.9943444592393,0.005655540760687696,0,250.0,-2.9526268794021755,-0.27692634045186537,41.04306004456888,33.91665608463347,101.3076187829831,1.1493169009985018,43.99568692397106,2.1165728132845283,1.624882281068842,42.657629802761,0.7408385818994998,0.7339661252827614,0.7882123525442277,0.1829294401899707,25.19894315745546,206.7029850520095,341.3486996590824,471.6870130019803,-2.995739075666677,transient,770.4494551275081,-302.41886548458655,0.26719654229599143,0.5390917047620903,0.014594553879050709,0.022493903832741236,0.8308768506691576,24.822234086107898,2964.1819911750936,75.16911245688915,256.2206774035693,240.18665952455035,56.63649448721243,2.3092069098763526,25.168404319965898,114.19297191929857,215.53654950042883,0.026260406104723803,1.5477141019362448,3.406235531128644,49.461070251418256,98.92214050283651,98.92214050283651,96.82585885512724,298.8627031562188,35.807377130852224,0.0008161182072623455,51.294778881516535,0.01988219557518903,0.017134988538456124,0.00869710842369078,59.07659723039552,26.600286942554245,26.63904524382014,59.47897274035226,1261.2199053764111,9.881901242106933,0.5647083430867464,2.9296875,2964.404296875,1261.23046875,0.0,0.0,0.0,nominal,24.905271575818833,101.07198679729342,31.32126219560404,6.415990619785204,25.868771370361934,36.45246277114582,4.535992319040765,9.309488760926067,0.0,2967.6642150850953,100.78499468306096,79.8725388129855,468.7782172756766,0.30356504625211883,0.25044510548191834,0.17775414875093243,0.2224877210686194,0.18239909231264487,0.14665910447332547,76.41016259348326,,healthy,electrical_fault,electrical_system,electrical_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
2.0,2.0,0.0005555555555555556,fault_eng_031,electrical_fault_031,standard_recon,takeoff,2.0,1,2.3544595132783463,50.0,1799.9930429305693,249.99304293056926,0.006957069430738621,0,250.0,-2.9000998601959065,0.12472249441405436,40.965972291822496,33.91159338337468,101.29846215460414,1.1492319684161922,43.866072152018404,2.1132487788344414,1.6175520775999286,42.65124404187774,0.74413714487619,0.7484218207386426,0.7902233174297854,0.2032526487529871,28.40237056668607,206.65419677559728,329.3676334387431,536.4223645213216,-0.29135584987648144,transient,782.1217596559906,-245.92726975757404,0.25235030195511854,0.5380800747249043,0.016737352375919907,0.02582328104487175,0.8301786735551779,28.37317007683426,2964.1141192087034,75.81709202152652,272.6755792556916,242.95953856942302,56.58261044508025,2.5327419042574677,25.16260066328752,115.50964929193462,217.65220668437874,0.025749053201289927,1.5047654782858713,3.5366005734272385,49.408070513561576,98.81614102712315,98.81614102712315,96.72210563848668,298.5424584700059,35.76900793278142,0.0008168702131346976,51.17478737259752,0.020120859662408157,0.016392086491043775,0.008260435806697513,59.15481092594724,26.58116634204644,26.58989484755623,59.026036401437594,1257.893137647124,10.061710271017054,0.5805656825650773,2.9296875,2964.404296875,1257.8125,0.0,0.0,0.0,nominal,28.45150972039731,111.41085415635918,34.859537886152005,6.40802816575469,28.18672196352326,39.684176835121974,4.940517302439125,10.147928334877498,1.4551915228366852e-11,2964.4842308136945,112.29071912365922,91.39661237480914,536.9708192088018,0.3035653254832505,0.2504462322805532,0.17775453480869607,0.22248792316339905,0.18239937468290465,0.146659229607735,76.41011810177815,,healthy,electrical_fault,electrical_system,electrical_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
2.5,2.5,0.0006944444444444445,fault_eng_031,electrical_fault_031,standard_recon,takeoff,2.5,1,3.1632355520783104,50.0,1799.9916204214755,249.99162042147557,0.008379578524420603,0,250.0,-2.827904384988121,-0.24356586325164642,40.727426062859884,33.90655450527606,101.28934751246966,1.149147420218075,43.55533044784801,2.102942903946771,1.5982644852273376,42.6454793840693,0.7504447625152401,0.7455253792081171,0.7946357613665331,0.22578013973072977,32.28046689256028,206.6215833206744,316.8087007107017,602.7059176697561,2.0708877238980676,transient,786.8204145696751,-167.92064691706773,-0.07187971912532021,0.5348163063574661,0.019144152583454834,0.029636241383522857,0.8279261817392821,32.35115572074306,2957.907409573507,76.58003711107534,289.6279279011643,240.2722909483912,56.40144115609574,2.7669662780114797,25.18313686025979,117.56966473515642,218.84433835654818,0.0243309741951215,1.5915109096752131,3.441194595189738,49.35745162330394,98.71490324660788,98.71490324660788,96.6230132108749,298.23659977555656,35.73236235103022,0.0008191071121306163,51.11302081760867,0.01990490088503484,0.016959183416878295,0.008387042269630874,58.8633872880812,26.53820233073322,26.50538419165956,58.565845227139164,1272.2574271693,10.144441378570734,0.6774307917110817,2.9296875,2958.251953125,1272.4609375,0.0,0.0,0.0,nominal,32.32886423742182,121.76677841917773,38.72898231617518,6.400118078753355,30.410481967063795,42.74375534554346,5.326339022933493,10.95733784621518,-1.4551915228366852e-11,2961.447097398236,124.88304751997396,104.31750786057391,614.9504218042526,0.30356561954792716,0.25044740796464965,0.17775493259026554,0.22248813553120075,0.18239968057711703,0.14665936001014476,76.41007148730823,,healthy,electrical_fault,electrical_system,electrical_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
3.0,3.0,0.0008333333333333334,fault_eng_031,electrical_fault_031,standard_recon,takeoff,3.0,1,3.9623677946919793,50.0,1799.9900910105716,249.9900910105717,0.009908989428302256,0,250.0,-3.143665723447553,-0.4532270012887456,40.307527226658216,33.90157831185121,101.28034221812774,1.1490638752556173,43.45119295010577,2.099501820387948,1.59183530842106,42.620709865153316,0.7560418973257546,0.7527449977329728,0.7983340817290768,0.24543530415916126,35.80450006860447,206.5940465819248,305.458853487377,675.0591466865299,1.2678720189088608,transient,779.5736803512094,-106.88174571168919,0.6108093498573766,0.5340151785479991,0.021279509420215763,0.03296928303569055,0.8273732828717294,35.86063542075208,2958.358338011253,77.35851876953724,302.8894587357556,244.2237716875347,56.22685183009038,3.0275950341693028,25.183654224251946,119.21526483922487,219.86366386431618,0.025195041745550262,1.5231099983610654,3.624655190359225,49.313310541098126,98.62662108219625,98.62662108219625,96.53660185395022,297.9698824748348,35.700406383044225,0.0008233538530556542,51.18964726727466,0.0198676514528462,0.01712091094717369,0.008969510414824803,59.000010803182775,26.63418832872432,26.526272496723344,58.14282242987792,1277.5775174572357,9.983143546543364,0.7031062548362792,2.9296875,2958.251953125,1277.34375,0.0,0.0,0.0,nominal,36.049891441116664,130.9175733722695,42.44291039419326,6.393018953076603,32.27793908834238,45.30155537661042,5.649701005820998,11.638486460379033,1.4551915228366852e-11,2958.7986324658877,136.98125139687326,115.73746169145167,682.838137217626,0.3035659287827685,0.25044861887795294,0.17775534051844208,0.22248835806572198,0.18240000972235706,0.14665949540885434,76.41002303164578,,healthy,electrical_fault,electrical_system,electrical_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
3.5,3.5,0.0009722222222222222,fault_eng_031,electrical_fault_031,standard_recon,takeoff,3.5,1,4.758285448902509,50.0,1799.9884864379137,249.9884864379137,0.011513562086277835,0,250.0,-3.2811313862768667,0.12106955451239454,40.19016989818006,33.89662301324921,101.27137380574426,1.1489806678425112,43.47130128445693,2.0877831712983363,1.5836867706742792,42.617871182051736,0.760608288830175,0.761772520600176,0.801143562366892,0.26143784220901256,38.86793570479681,206.578665206932,297.7733252363892,730.5070442757876,2.1850848797273557,transient,772.7770670160304,-34.47116696012387,-0.13204513885369806,0.5345900905635533,0.023090733554910495,0.03575415670636398,0.8277700587651464,38.83859846076244,2954.5176350127354,78.42472015263613,313.75352643478107,244.37883267207465,56.35077825280188,3.2177513057813716,25.126619869728685,119.3201067611268,221.1730059169592,0.026250109183296094,1.534138453293562,3.6559058597405705,49.28307439243315,98.5661487848663,98.5661487848663,96.47741103886926,297.78718410059594,35.678516901625244,0.0008253167088492795,51.11957829196756,0.01997247967078819,0.017370573738007614,0.008389192031457113,58.66689004825752,26.62018223944913,26.62328774447487,57.67388895561807,1287.214227115253,10.084345140516131,0.7182669160064593,5.859375,2954.150390625,1287.109375,0.0,0.0,0.0,nominal,38.79771006436794,137.35141952270953,45.18583590601878,6.388125841650837,33.550080664444906,47.030217553383835,5.869217245409415,12.104193995103422,2.9103830456733704e-11,2956.984463545989,145.9233059390126,125.42551380968021,739.5552463417104,0.3035662497806083,0.25044984441131335,0.17775575598792975,0.2224885883459957,0.1824003564307898,0.14665963446380798,76.40997340317061,,healthy,electrical_fault,electrical_system,electrical_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
4.0,4.0,0.0011111111111111111,fault_eng_031,electrical_fault_031,standard_recon,takeoff,4.0,1,5.550128834239649,50.0,1799.9867984408322,249.98679844083213,0.013201559167850829,0,250.0,-3.0225961689351584,0.26384923943074856,40.198754008647306,33.891694197392894,101.2624519532934,1.148897886906851,43.221350177582465,2.0710994219442918,1.5620037153994595,42.59812297677401,0.7631670341457928,0.764305653582368,0.8023500330048182,0.27805346266286257,41.8361719094971,206.54885135142956,289.4619582032195,797.6968012319768,-0.05530696343294039,transient,787.8075095258458,24.572910936112663,0.44024772729616757,0.531896429059609,0.024936657281776655,0.038720809333270725,0.8259110265639148,41.85056450126923,2957.724023597828,79.43958800483891,323.1159235310021,241.15041428620938,56.44254520066205,3.3628913202020083,25.066861294574554,120.73024562626915,222.2041692313453,0.026567139581351453,1.502756673052323,3.4799023350219165,49.24785400363667,98.49570800727334,98.49570800727334,96.40846298786478,297.5743690412285,35.65301907600359,0.0008264021061951626,50.99586929600952,0.019602680390197864,0.01712374382507574,0.008920655032355796,59.04951835452241,26.59645164020231,26.63890994257541,57.27912454475353,1285.5014442493573,10.088159856957883,0.7887605544985706,5.859375,2957.2265625,1285.64453125,0.0,0.0,0.0,nominal,41.98679184914869,144.49255018264827,48.368928481659715,6.382136632511029,34.90594570619455,48.89779028893204,6.104576037915742,12.597446300457225,0.0,2954.8712402182,156.31450782294073,135.24902447670803,799.716865565442,0.30356658499730826,0.2504510907225303,0.17775617903873017,0.2224888275743335,0.18240072391540454,0.14665977772989922,76.40992234102315,,healthy,electrical_fault,electrical_system,electrical_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
4.5,4.5,0.00125,fault_eng_031,electrical_fault_031,standard_recon,takeoff,4.5,1,6.331130691939379,50.0,1799.9850282322866,249.98502823228665,0.014971767713335596,0,250.0,-3.017282146846118,-0.2925835483322783,39.900712555437075,33.8868358514639,101.25365289099126,1.1488162328094496,42.917994702283195,2.066063733463333,1.5472709836694283,42.56689904704586,0.7663345240812653,0.7630452192903241,0.8041404372844803,0.2968955877969888,45.38875731447248,206.5233608808476,281.82263006487085,873.135959434079,0.4739324334645971,transient,782.3641214014024,73.73796224915846,-0.5577404956905809,0.5285279314978075,0.027108231871002874,0.04224179245453147,0.823586255827878,45.397723769136334,2954.122249615796,80.6642032696343,333.8147236538804,245.01817608433564,56.59936947968646,3.549114596958326,25.011225899226076,121.70308712333951,223.18766497922243,0.02602416176360029,1.4934585927704729,3.526992233110888,49.21387183163382,98.42774366326763,98.42774366326763,96.34193889177844,297.3690357612921,35.62841765831396,0.0008281709398714683,50.998208268887474,0.01922946262841277,0.01734354611725404,0.008603995793209673,58.58359148274671,26.62131544051093,26.61660501194368,56.80440008019633,1295.8268106570838,10.25528833450601,0.756068625334292,5.859375,2954.150390625,1295.8984375,0.0,0.0,0.0,nominal,45.225259321994535,151.529851493496,51.60141876761649,6.376159445621958,36.21301873514148,50.68635744806974,6.3308103996580956,13.074405588632168,-2.9103830456733704e-11,2952.832309898029,166.87613800266237,146.81373104918356,871.1716752260609,0.30356693525928324,0.25045235693628765,0.1777566092765907,0.22248907612894608,0.18240111290574854,0.14665992523971355,76.40986982699113,,healthy,electrical_fault,electrical_system,electrical_fault,0.0,normal,0,0,0,0,0,0,0,0,0,0,nominal
